Date,Average Dew Point (F),Average Temperature (F),Average Relative Humidity (%),Average Daily Wind Speed (mph),Maximum Temperature (F),Minimum Temperature (F),Precipitation (in)
2018-07-26,65,87,50,5.8,101,74,0.00
2018-07-27,65,88,50,5.4,101,75,0.00
2018-07-28,69,88,59,6.0,100,75,0.00
2018-07-29,70,88,59,7.8,100,75,0.00
2018-07-30,72,88,64,6.5,101,75,0.07
2018-07-31,74,84,75,5.4,92,76,0.13
2018-08-01,60,83,48,7.6,97,70,0.00
2018-08-02,63,83,51,5.1,97,70,0.00
2018-08-03,64,84,53,5.4,97,71,0.00
2018-08-04,71,85,70,10.5,96,73,0.00
2018-08-05,70,85,65,9.4,96,74,0.00
2018-08-06,73,86,70,9.2,96,75,0.00
2018-08-07,72,86,69,8.5,98,74,0.00
2018-08-08,73,86,69,9.2,97,75,0.0
2018-08-09,72,86,69,7.4,97,75,0.00
2018-08-10,73,85,71,6.9,95,75,0.00
2018-08-11,74,83,80,6.3,91,75,0.0
2018-08-12,74,81,90,6.7,89,72,0.21
2018-08-13,72,86,69,11.2,98,74,0.00
2018-08-14,73,85,70,10.3,97,74,0.00
2018-08-15,73,87,66,10.5,99,76,0.00
2018-08-16,74,89,68,10.3,101,76,0.00
2018-08-17,72,88,63,8.9,100,76,0.00
2018-08-18,72,89,63,8.3,100,77,0.00
2018-08-19,72,89,64,11.0,100,78,0.00
2018-08-20,72,90,61,8.3,101,79,0.0
2018-08-21,72,90,64,6.7,102,78,0.00
2018-08-22,71,89,58,5.6,102,75,0.00
2018-08-23,72,88,61,6.3,100,76,0.00
2018-08-24,72,87,64,9.2,99,75,0.00
2018-08-25,72,87,66,7.8,98,75,0.00
2018-08-26,72,87,66,8.3,99,76,0.00
2018-08-27,73,88,67,10.5,100,76,0.00
2018-08-28,74,89,71,10.5,100,77,0.00
2018-08-29,74,84,81,6.5,94,74,0.0
2018-08-30,71,85,67,4.5,98,72,0.00
2018-08-31,71,87,65,4.9,99,74,0.00
2018-09-01,72,87,67,7.2,98,76,0.00
2018-09-02,75,85,75,5.6,95,76,0.06
2018-09-03,67,,48,7.8,,,0.0
2018-09-04,73,,78,8.1,,,0.0
2018-09-05,73,86,73,6.5,96,75,0.00
2018-09-06,73,86,73,4.5,96,75,0.0
2018-09-07,74,83,82,4.3,93,73,0.23
2018-09-08,75,83,88,4.7,93,74,0.68
2018-09-09,74,76,94,5.1,79,73,1.56
2018-09-10,71,75,89,7.6,78,72,0.06
2018-09-11,74,76,98,7.2,79,73,0.77
2018-09-12,74,79,94,6.3,85,73,0.14
2018-09-13,74,81,90,9.8,91,72,0.18
2018-09-14,75,79,93,8.7,85,73,0.05
2018-09-15,74,83,80,7.8,93,72,0.00
2018-09-16,73,83,78,2.9,93,73,0.00
2018-09-17,73,83,73,2.5,93,73,0.00
2018-09-18,73,84,71,3.1,94,74,0.00
2018-09-19,73,84,72,4.9,94,74,0.00
2018-09-20,75,81,87,6.9,90,73,0.31
2018-09-21,77,84,90,8.1,92,76,0.41
2018-09-22,73,75,90,7.6,79,71,0.04
2018-09-23,69,72,91,3.6,75,69,0.01
2018-09-24,71,78,84,3.8,85,71,0.0
2018-09-25,74,81,84,6.9,89,72,0.01
2018-09-26,73,78,89,6.5,87,68,0.68
2018-09-27,64,72,82,8.1,78,65,0.00
2018-09-28,70,74,87,5.4,83,66,0.00
2018-09-29,72,73,98,5.8,75,71,1.72
2018-09-30,72,78,91,4.5,86,70,1.33
2018-10-01,73,76,95,4.9,82,70,0.10
2018-10-02,73,80,86,4.5,89,71,0.00
2018-10-03,74,81,82,6.7,90,73,0.00
2018-10-04,73,81,79,4.5,90,72,0.00
2018-10-05,74,82,84,6.7,91,73,0.10
2018-10-06,74,82,80,6.9,90,74,0.00
2018-10-07,75,82,88,7.2,90,74,0.07
2018-10-08,74,81,88,8.5,89,73,0.48
2018-10-09,73,77,96,7.8,86,68,0.65
2018-10-10,66,72,86,6.5,79,65,0.12
2018-10-11,57,69,69,7.8,78,60,0.00
2018-10-12,64,72,73,5.8,85,60,0.00
2018-10-13,73,79,87,12.3,86,72,0.77
2018-10-14,73,81,83,7.6,89,72,1.43
2018-10-15,52,60,97,15.0,74,47,2.72
2018-10-16,53,52,100,10.7,56,48,2.01
2018-10-17,54,56,96,10.7,60,52,0.09
2018-10-18,55,60,79,8.9,67,54,0.01
2018-10-19,61,68,90,5.8,75,61,0.41
2018-10-20,61,65,94,9.6,69,60,0.01
2018-10-21,49,63,62,9.2,72,55,0.00
2018-10-22,49,59,72,5.8,64,53,0.01
2018-10-23,53,58,81,7.6,64,52,0.48
2018-10-24,60,61,98,7.4,64,57,0.58
2018-10-25,56,59,89,6.3,66,52,0.08
2018-10-26,55,62,82,2.7,74,50,0.00
2018-10-27,59,68,78,4.9,83,53,0.00
2018-10-28,60,70,75,6.0,83,57,0.00
2018-10-29,64,72,82,7.6,83,62,0.00
2018-10-30,67,74,81,10.3,83,65,0.00
2018-10-31,66,67,94,10.5,75,58,1.61
2018-11-01,47,59,69,11.4,66,51,0.00
2018-11-02,47,59,67,5.1,73,45,0.00
2018-11-03,55,63,72,10.7,77,50,0.00
2018-11-04,54,65,75,7.4,71,58,2.47
2018-11-05,66,69,91,7.6,80,57,0.00
2018-11-06,71,74,89,4.7,84,64,0.00
2018-11-07,71,75,88,6.0,87,63,0.00
2018-11-08,60,60,98,8.5,63,57,0.03
2018-11-09,47,53,81,15.0,58,48,0.52
2018-11-10,37,47,65,8.1,50,45,0.0
2018-11-11,46,50,89,7.8,53,47,0.26
2018-11-12,43,45,91,15.7,50,39,0.13
2018-11-13,29,35,77,13.6,39,31,0.0
2018-11-14,25,39,66,6.5,50,28,0.00
2018-11-15,32,45,65,3.8,60,29,0.00
2018-11-16,40,54,64,5.1,69,40,0.00
2018-11-17,51,61,76,7.4,73,48,0.00
2018-11-18,47,53,87,8.1,59,46,0.19
2018-11-19,42,46,85,8.3,50,42,0.27
2018-11-20,39,51,68,8.1,62,39,0.00
2018-11-21,42,51,74,4.7,61,41,0.10
2018-11-22,46,54,74,4.0,64,45,0.00
2018-11-23,53,62,80,5.4,74,50,0.00
2018-11-24,50,61,74,4.7,77,45,0.00
2018-11-25,46,57,63,13.4,69,45,0.00
2018-11-26,31,45,57,9.6,54,37,0.00
2018-11-27,31,47,59,5.6,62,32,0.00
2018-11-28,48,57,76,9.6,70,44,0.00
2018-11-29,64,67,92,10.3,75,59,0.00
2018-11-30,67,72,86,11.0,78,67,0.00
2018-12-01,48,63,60,8.3,75,52,0.43
2018-12-02,42,58,56,7.2,69,46,0.00
2018-12-03,38,55,56,11.9,64,46,0.00
2018-12-04,34,47,61,10.3,57,38,0.00
2018-12-05,32,48,56,6.0,59,37,0.00
2018-12-06,50,53,84,7.8,60,46,0.04
2018-12-07,52,54,99,11.4,60,47,4.01
2018-12-08,44,44,96,13.9,47,41,0.23
2018-12-09,39,44,86,9.6,47,40,0.00
2018-12-10,36,45,75,3.6,57,34,0.00
2018-12-11,39,48,74,6.0,62,34,0.00
2018-12-12,55,58,84,11.4,66,50,0.00
2018-12-13,51,59,75,11.6,73,44,0.05
2018-12-14,43,48,86,16.6,51,44,0.01
2018-12-15,33,51,53,8.7,61,40,0.00
2018-12-16,39,49,70,1.8,61,37,0.00
2018-12-17,42,56,68,3.1,68,43,0.00
2018-12-18,49,50,92,3.4,61,39,0.07
2018-12-19,53,58,92,5.4,64,52,1.01
2018-12-20,40,56,60,15.0,61,50,0.02
2018-12-21,32,51,50,7.6,63,40,0.00
2018-12-22,46,61,68,10.1,75,46,0.00
2018-12-23,38,54,57,10.1,63,46,0.00
2018-12-24,46,54,72,8.5,66,43,0.00
2018-12-25,60,65,88,9.4,73,58,0.0
2018-12-26,64,67,94,16.1,71,62,0.54
2018-12-27,50,61,75,7.8,71,50,3.04
2018-12-28,37,49,64,11.9,56,41,0.00
2018-12-29,35,45,69,12.5,46,43,0.00
2018-12-30,40,44,87,6.9,45,42,0.01
2018-12-31,44,53,83,6.3,62,43,0.14
2019-01-01,43,49,86,9.4,55,42,0.00
2019-01-02,41,43,97,11.9,46,39,2.22
2019-01-03,39,40,94,9.4,45,34,0.25
2019-01-04,39,47,80,5.1,60,33,0.00
2019-01-05,40,54,67,3.8,71,38,0.00
2019-01-06,54,58,87,10.5,72,44,0.00
2019-01-07,62,67,92,8.9,73,61,0.0
2019-01-08,56,65,82,5.8,75,56,0.00
2019-01-09,35,53,49,8.9,61,44,0.00
2019-01-10,33,49,51,4.3,59,40,0.00
2019-01-11,46,55,69,9.6,65,45,0.50
2019-01-12,45,51,75,10.5,59,43,0.0
2019-01-13,,46,71,9.2,53,39,0.00
2019-01-14,36,44,76,6.0,52,36,0.00
2019-01-15,41,48,78,3.1,52,44,0.0
2019-01-16,51,53,94,6.0,58,47,0.08
2019-01-17,54,61,82,8.1,72,50,0.01
2019-01-18,58,58,98,7.2,67,49,0.09
2019-01-19,35,51,62,19.7,67,36,0.14
2019-01-20,28,40,63,6.0,51,29,0.00
2019-01-21,41,50,71,13.4,64,36,0.00
2019-01-22,55,56,82,15.4,70,42,0.84
2019-01-23,29,41,65,12.1,48,34,0.38
2019-01-24,30,44,60,4.3,59,29,0.00
2019-01-25,35,48,65,5.6,60,36,0.00
2019-01-26,46,51,85,5.1,59,43,0.17
2019-01-27,45,51,87,3.4,60,41,0.00
2019-01-28,46,56,73,11.0,69,43,0.13
2019-01-29,22,42,46,10.5,50,34,0.00
2019-01-30,27,45,49,7.2,51,39,0.00
2019-01-31,47,54,83,7.2,63,46,0.02
2019-02-01,57,62,91,5.4,70,54,0.00
2019-02-02,59,62,93,7.2,67,58,0.08
2019-02-03,63,65,97,8.7,70,60,0.00
2019-02-04,66,71,91,7.6,75,66,0.0
2019-02-05,67,72,89,11.2,78,67,0.00
2019-02-06,68,73,88,14.3,77,69,0.00
2019-02-07,50,56,78,16.3,73,39,0.76
2019-02-08,26,36,66,14.3,39,33,0.01
2019-02-09,33,38,83,9.2,40,35,0.03
2019-02-10,43,44,96,5.4,49,39,0.08
2019-02-11,56,57,96,5.1,66,48,0.06
2019-02-12,39,52,58,12.3,62,42,0.00
2019-02-13,38,48,62,8.5,64,32,0.00
2019-02-14,54,63,77,12.5,75,51,0.00
2019-02-15,60,69,84,8.5,82,56,0.00
2019-02-16,45,54,85,8.1,65,44,0.00
2019-02-17,45,53,75,13.6,59,47,0.0
2019-02-18,33,54,47,12.5,63,45,0.00
2019-02-19,41,45,90,10.5,48,42,0.19
2019-02-20,40,51,73,6.9,62,40,0.03
2019-02-21,46,52,85,10.3,55,48,0.01
2019-02-22,51,51,99,6.3,54,48,0.45
2019-02-23,42,64,57,10.1,74,54,0.04
2019-02-24,34,54,48,9.2,64,43,0.00
2019-02-25,39,54,60,9.6,64,44,0.00
2019-02-26,55,56,99,6.3,59,53,0.36
2019-02-27,62,61,98,3.8,70,51,0.0
2019-02-28,40,44,96,10.5,51,37,0.0
2019-03-01,44,48,89,5.1,53,42,0.00
2019-03-02,50,52,98,7.4,56,48,0.00
2019-03-03,41,42,87,15.7,49,34,0.01
2019-03-04,23,32,68,15.2,35,29,0.00
2019-03-05,18,37,51,10.7,47,26,0.00
2019-03-06,28,45,51,10.3,58,32,0.00
2019-03-07,55,62,85,9.6,72,51,0.0
2019-03-08,67,73,86,13.9,79,67,0.0
2019-03-09,61,73,70,10.3,84,62,0.11
2019-03-10,67,74,84,4.9,82,65,0.0
2019-03-11,62,67,90,8.1,72,61,0.0
2019-03-12,65,70,90,13.4,78,61,0.00
2019-03-13,63,63,95,13.2,73,54,0.54
2019-03-14,48,64,57,11.6,73,55,0.56
2019-03-15,34,54,46,13.4,62,47,0.0
2019-03-16,32,54,43,7.2,63,45,0.00
2019-03-17,34,57,45,5.4,67,47,0.00
2019-03-18,37,58,49,4.3,70,46,0.00
2019-03-19,41,60,51,6.7,72,48,0.00
2019-03-20,48,63,62,5.6,76,51,0.00
2019-03-21,42,61,56,2.9,76,46,0.00
2019-03-22,47,65,57,5.8,79,50,0.00
2019-03-23,58,67,79,11.4,76,58,0.00
2019-03-24,63,72,81,8.7,82,62,0.00
2019-03-25,60,72,71,9.8,81,62,0.03
2019-03-26,51,65,61,7.6,76,54,0.00
2019-03-27,49,63,61,8.1,75,52,0.00
2019-03-28,55,65,72,11.4,78,52,0.00
2019-03-29,60,71,75,13.2,80,61,0.00
2019-03-30,53,61,76,14.8,72,50,0.0
2019-03-31,36,50,59,11.4,57,42,0.00
2019-04-01,34,49,59,4.5,59,39,0.0
2019-04-02,38,54,58,5.1,70,37,0.00
2019-04-03,53,61,75,10.7,72,50,0.01
2019-04-04,66,74,80,6.9,86,62,0.04
2019-04-05,68,74,87,7.2,82,67,0.0
2019-04-06,68,69,93,8.9,74,65,0.37
2019-04-07,65,67,92,9.2,72,61,1.16
2019-04-08,62,72,76,9.2,83,61,0.02
2019-04-09,56,71,60,2.5,87,55,0.00
2019-04-10,60,75,64,14.8,89,61,0.00
2019-04-11,54,70,61,9.2,82,58,0.00
2019-04-12,54,67,65,9.2,79,55,0.01
2019-04-13,56,62,82,14.3,76,47,0.20
2019-04-14,43,58,58,9.4,70,46,0.00
2019-04-15,50,65,60,11.2,81,50,0.00
2019-04-16,61,71,75,14.1,82,60,0.00
2019-04-17,70,72,94,14.1,77,68,0.01
2019-04-18,57,65,77,11.6,74,56,1.66
2019-04-19,44,61,54,12.3,72,50,0.00
2019-04-20,48,62,62,4.7,77,46,0.00
2019-04-21,57,69,68,13.0,83,56,0.00
2019-04-22,62,72,77,10.1,81,63,0.00
2019-04-23,66,72,85,9.8,78,66,0.00
2019-04-24,66,68,97,7.8,73,63,2.07
2019-04-25,61,70,75,7.2,82,58,0.00
2019-04-26,59,71,66,5.4,81,61,0.00
2019-04-27,61,73,70,10.5,84,62,0.00
2019-04-28,63,74,74,10.1,84,63,0.00
2019-04-29,68,77,77,13.4,87,67,0.00
2019-04-30,71,81,78,17.9,87,75,0.0
2019-05-01,72,79,81,13.6,84,74,0.0
2019-05-02,67,73,88,9.8,83,63,2.09
2019-05-03,68,72,93,7.8,79,65,2.81
2019-05-04,64,72,78,8.5,82,61,0.09
2019-05-05,65,74,73,6.3,84,64,0.00
2019-05-06,66,74,77,6.7,83,65,0.00
2019-05-07,70,77,88,9.2,84,69,0.60
2019-05-08,70,71,93,5.8,76,66,0.88
2019-05-09,72,77,84,8.9,88,66,0.0
2019-05-10,59,65,85,11.0,72,57,0.0
2019-05-11,61,64,95,8.3,68,60,0.06
2019-05-12,60,69,74,7.6,76,62,0.00
2019-05-13,60,71,69,3.6,84,57,0.00
2019-05-14,61,74,65,4.3,85,63,0.00
2019-05-15,62,76,64,5.1,86,66,0.00
2019-05-16,64,76,68,6.0,87,64,0.00
2019-05-17,70,79,77,12.1,89,68,0.00
2019-05-18,74,81,84,13.4,86,76,0.08
2019-05-19,74,85,76,7.2,93,77,0.00
2019-05-20,73,84,73,18.1,92,76,0.00
2019-05-21,68,74,75,10.5,84,65,0.03
2019-05-22,74,85,74,16.1,93,76,0.00
2019-05-23,73,85,73,15.2,92,77,0.00
2019-05-24,71,84,69,13.4,92,76,0.00
2019-05-25,70,83,70,11.4,92,73,0.00
2019-05-26,69,83,68,11.4,92,74,0.00
2019-05-27,69,81,71,11.9,90,72,0.00
2019-05-28,72,83,71,16.1,93,74,0.0
2019-05-29,73,84,74,15.2,91,77,0.0
2019-05-30,73,79,83,5.8,87,70,0.0
2019-05-31,73,80,81,6.5,88,72,1.26
2019-06-01,73,81,75,4.3,91,72,0.00
2019-06-02,73,85,71,4.7,93,76,0.00
2019-06-03,72,84,70,6.0,93,75,0.00
2019-06-04,73,82,79,6.0,90,74,0.19
2019-06-05,74,78,90,8.3,82,74,1.85
2019-06-06,70,79,76,5.4,88,70,0.11
2019-06-07,69,81,70,7.2,90,71,0.00
2019-06-08,70,83,65,6.3,94,72,0.00
2019-06-09,72,85,68,7.8,95,76,0.0
2019-06-10,67,81,66,11.6,87,74,0.00
2019-06-11,62,79,60,6.9,86,72,0.0
2019-06-12,64,79,61,2.7,89,68,0.00
2019-06-13,60,81,50,7.6,89,72,0.00
2019-06-14,68,81,64,11.0,91,71,0.00
2019-06-15,72,85,70,13.2,95,74,0.00
2019-06-16,73,76,87,11.6,88,63,1.63
2019-06-17,70,77,78,5.4,87,67,0.17
2019-06-18,73,83,73,4.9,92,74,0.00
2019-06-19,75,83,74,11.4,95,71,0.05
2019-06-20,75,83,76,13.0,94,71,0.00
2019-06-21,77,87,75,14.3,94,81,0.00
2019-06-22,78,88,76,15.9,93,82,0.0
2019-06-23,77,87,75,16.1,94,81,0.01
2019-06-24,70,77,83,9.4,84,69,0.52
2019-06-25,71,81,75,10.5,91,71,0.00
2019-06-26,72,81,84,6.9,91,71,0.23
2019-06-27,73,83,84,4.0,92,73,0.07
2019-06-28,73,83,78,3.4,92,73,0.00
2019-06-29,71,81,78,6.7,92,70,0.08
2019-06-30,70,78,80,4.3,86,69,0.04
2019-07-01,73,81,79,6.3,89,74,0.17
2019-07-02,73,82,80,6.7,90,74,0.00
2019-07-03,74,81,82,7.6,89,74,0.0
2019-07-04,74,85,73,12.1,94,75,0.0
2019-07-05,75,85,74,10.5,94,77,0.00
2019-07-06,75,85,74,6.7,94,75,0.00
2019-07-07,75,85,74,5.8,94,76,0.00
2019-07-08,74,85,70,6.5,94,77,0.00
2019-07-09,75,87,70,8.9,96,78,0.00
2019-07-10,74,85,69,6.7,95,74,0.0
2019-07-11,71,84,65,9.8,95,73,0.00
2019-07-12,71,87,61,9.8,94,79,0.00
2019-07-13,73,87,68,11.4,95,78,0.01
2019-07-14,72,84,72,7.2,92,76,0.00
2019-07-15,75,87,72,6.3,95,78,0.0
2019-07-16,75,88,71,11.4,97,79,0.00
2019-07-17,75,88,71,10.3,97,78,0.00
2019-07-18,74,87,69,10.5,96,77,0.00
2019-07-19,74,87,70,10.7,97,76,0.00
2019-07-20,73,87,67,9.2,97,77,0.00
2019-07-21,72,86,69,7.6,97,75,0.00
2019-07-22,72,88,65,5.1,98,77,0.0
2019-07-23,68,84,60,12.5,91,77,0.0
2019-07-24,59,80,52,10.5,89,70,0.00
2019-07-25,59,80,51,6.9,91,68,0.00
2019-07-26,61,81,51,4.7,94,68,0.00
2019-07-27,68,85,61,5.6,97,73,0.00
2019-07-28,73,85,72,9.8,95,75,0.00
2019-07-29,73,88,67,9.8,98,77,0.00
2019-07-30,72,89,67,7.8,100,77,0.00
2019-07-31,73,89,65,5.8,101,76,0.00
2019-08-01,71,87,63,4.3,98,76,0.00
2019-08-02,74,87,73,3.6,97,77,0.38
2019-08-03,74,83,76,3.8,90,77,0.07
2019-08-04,75,86,79,4.5,93,78,0.09
2019-08-05,74,87,71,3.6,98,76,0.09
2019-08-06,74,88,68,5.6,98,77,0.00
2019-08-07,74,89,65,8.3,99,78,0.00
2019-08-08,74,90,66,10.5,100,79,0.00
2019-08-09,74,90,65,10.3,100,80,0.00
2019-08-10,73,89,63,8.5,100,77,0.00
2019-08-11,73,90,64,7.6,101,78,0.00
2019-08-12,73,90,62,9.6,101,79,0.00
2019-08-13,73,90,60,8.1,101,79,0.00
2019-08-14,75,91,72,5.8,102,80,0.57
2019-08-15,74,88,66,5.1,99,77,0.00
2019-08-16,74,89,66,6.5,99,78,0.0
2019-08-17,74,90,64,9.6,100,79,0.00
2019-08-18,74,90,65,10.5,100,79,0.00
2019-08-19,74,90,67,7.2,101,78,0.00
2019-08-20,74,89,68,7.2,99,78,0.00
2019-08-21,71,88,63,7.4,99,77,0.00
2019-08-22,72,87,65,6.7,99,76,0.00
2019-08-23,74,89,70,6.3,100,77,0.00
2019-08-24,73,88,68,4.9,98,77,0.04
2019-08-25,76,87,76,6.9,98,75,0.28
2019-08-26,75,90,68,12.3,100,80,0.00
2019-08-27,74,89,67,6.9,97,81,0.00
2019-08-28,75,86,75,4.7,94,78,0.54
2019-08-29,73,86,67,4.5,96,76,0.00
2019-08-30,72,86,71,4.9,96,76,0.04
2019-08-31,72,85,69,5.1,95,76,0.00
2019-09-01,71,87,63,4.5,97,76,0.00
2019-09-02,66,86,54,6.3,99,73,0.00
2019-09-03,67,87,53,6.7,99,76,0.00
2019-09-04,66,89,51,7.2,100,77,0.00
2019-09-05,65,87,53,2.7,99,74,0.00
2019-09-06,67,88,56,4.3,100,75,0.00
2019-09-07,68,87,59,5.6,99,74,0.00
2019-09-08,69,86,62,6.9,99,73,0.00
2019-09-09,72,85,77,8.1,96,74,0.17
2019-09-10,73,84,79,5.6,95,73,0.33
2019-09-11,72,84,77,6.0,94,74,1.05
2019-09-12,73,84,73,5.8,94,74,0.00
2019-09-13,70,85,64,3.1,96,74,0.00
2019-09-14,67,87,56,5.8,99,75,0.00
2019-09-15,68,85,58,4.7,96,73,0.0
2019-09-16,69,86,61,6.9,97,75,0.00
2019-09-17,73,82,80,10.3,89,75,0.02
2019-09-18,75,81,86,5.8,87,75,0.09
2019-09-19,74,82,87,6.9,89,75,0.52
2019-09-20,75,84,82,11.0,92,76,0.36
2019-09-21,73,83,75,9.2,92,75,0.00
2019-09-22,73,84,75,7.8,93,75,0.00
2019-09-23,74,86,74,6.7,94,78,0.00
2019-09-24,73,85,72,8.7,94,76,0.00
2019-09-25,71,83,71,6.0,93,72,0.00
2019-09-26,70,83,69,5.8,92,73,0.00
2019-09-27,74,82,82,9.2,91,73,0.00
2019-09-28,73,85,73,10.3,94,77,0.00
2019-09-29,73,85,71,9.6,94,77,0.00
2019-09-30,74,85,74,10.1,95,76,0.00
2019-10-01,72,85,71,9.6,95,75,0.00
2019-10-02,70,84,67,6.5,95,73,0.00
2019-10-03,70,83,65,4.9,95,72,0.00
2019-10-04,68,84,62,5.6,95,73,0.00
2019-10-05,67,85,60,3.1,97,74,0.00
2019-10-06,68,85,63,4.0,95,74,0.00
2019-10-07,63,74,67,11.9,79,70,0.00
2019-10-08,56,74,57,6.3,86,62,0.00
2019-10-09,66,78,68,9.6,92,64,0.00
2019-10-10,70,85,65,13.6,96,74,0.00
2019-10-11,52,63,78,13.9,79,48,0.52
2019-10-12,39,60,45,8.9,67,53,0.00
2019-10-13,50,68,54,4.5,79,57,0.0
2019-10-14,69,79,80,5.8,88,69,0.10
2019-10-15,74,85,82,5.6,92,77,0.08
2019-10-16,54,67,63,11.4,77,57,0.0
2019-10-17,49,66,59,6.3,78,54,0.00
2019-10-18,55,67,66,5.1,83,51,0.00
2019-10-19,67,79,75,5.8,93,65,0.00
2019-10-20,66,79,65,9.6,94,64,0.0
2019-10-21,50,72,50,10.1,82,63,0.26
2019-10-22,50,68,51,4.5,82,53,0.00
2019-10-23,54,70,56,11.2,85,55,0.00
2019-10-24,62,70,71,11.6,86,54,0.95
2019-10-25,48,51,78,16.3,54,48,0.19
2019-10-26,48,61,68,7.8,71,50,0.00
2019-10-27,51,65,64,6.7,80,50,0.00
2019-10-28,62,69,81,6.5,79,59,0.00
2019-10-29,60,61,91,7.6,68,54,0.41
2019-10-30,46,49,87,13.6,54,43,0.55
2019-10-31,30,45,58,11.6,55,36,0.00
2019-11-01,31,47,56,3.4,63,32,0.00
2019-11-02,37,55,55,4.0,71,39,0.00
2019-11-03,41,58,59,6.5,73,42,0.00
2019-11-04,58,67,76,8.3,80,53,0.00
2019-11-05,65,74,77,5.6,85,64,0.00
2019-11-06,60,74,65,8.1,85,64,0.00
2019-11-07,54,58,83,10.3,70,47,0.11
2019-11-08,46,49,87,10.3,54,45,0.02
2019-11-09,40,56,61,2.0,69,42,0.00
2019-11-10,48,61,64,6.7,77,45,0.00
2019-11-11,50,56,80,13.9,76,35,0.19
2019-11-12,21,39,50,16.6,46,31,0.01
2019-11-13,25,37,56,4.7,45,28,0.0
2019-11-14,39,42,87,6.5,46,37,0.62
2019-11-15,38,49,72,3.8,64,34,0.00
2019-11-16,38,49,64,2.0,64,34,0.00
2019-11-17,45,56,71,2.9,70,42,0.00
2019-11-18,43,60,61,1.3,73,46,0.00
2019-11-19,51,63,68,4.3,80,47,0.00
2019-11-20,63,71,77,13.4,83,58,0.01
2019-11-21,67,75,82,9.6,80,70,0.13
2019-11-22,55,60,86,9.4,71,49,0.08
2019-11-23,41,54,65,7.6,65,44,0.00
2019-11-24,41,56,63,4.0,72,40,0.00
2019-11-25,56,66,73,10.1,83,49,0.0
2019-11-26,65,72,82,10.5,79,66,0.00
2019-11-27,30,63,30,13.4,71,54,0.0
2019-11-28,46,58,67,7.4,63,53,0.03
2019-11-29,64,67,86,10.3,79,56,0.07
2019-11-30,65,74,71,12.5,86,62,0.0
2019-12-01,29,56,37,8.9,65,47,0.00
2019-12-02,31,52,49,6.0,65,39,0.00
2019-12-03,36,56,54,4.7,72,39,0.00
2019-12-04,37,57,47,3.8,74,40,0.00
2019-12-05,53,65,67,8.5,77,52,0.00
2019-12-06,50,63,61,11.2,73,53,0.00
2019-12-07,45,58,65,3.4,71,44,0.00
2019-12-08,54,63,76,10.1,75,50,0.00
2019-12-09,61,70,72,10.5,82,58,0.0
2019-12-10,46,51,63,14.8,58,44,0.40
2019-12-11,36,51,63,7.6,59,43,0.00
2019-12-12,,51,,3.6,62,39,0.00
2019-12-13,35,60,59,6.9,73,46,0.00
2019-12-14,42,60,66,5.8,76,43,0.00
2019-12-15,62,72,76,13.9,83,61,0.00
2019-12-16,40,56,77,13.9,72,39,0.0
2019-12-17,29,45,53,14.1,54,36,0.00
2019-12-18,23,45,47,2.9,61,28,0.00
2019-12-19,26,46,48,4.3,60,32,0.00
2019-12-20,41,49,73,6.7,56,43,0.08
2019-12-21,42,52,71,4.9,61,43,0.0
2019-12-22,40,47,78,6.0,59,36,0.00
2019-12-23,39,52,67,1.6,70,34,0.00
2019-12-24,40,56,60,3.4,72,39,0.00
2019-12-25,49,60,73,4.9,75,44,0.00
2019-12-26,56,65,79,5.1,75,56,0.00
2019-12-27,57,65,82,6.9,75,54,0.00
2019-12-28,62,68,85,11.0,75,60,0.08
2019-12-29,44,54,62,8.7,66,41,0.0
2019-12-30,29,48,48,6.7,61,35,0.00
2019-12-31,27,49,45,3.8,64,33,0.00
2020-01-01,38,54,54,4.3,59,48,0.05
2020-01-02,54,58,92,4.9,61,54,0.19
2020-01-03,46,55,76,7.6,64,46,0.00
2020-01-04,35,56,50,5.4,72,39,0.00
2020-01-05,39,59,51,8.9,75,43,0.00
2020-01-06,47,60,65,5.8,74,45,0.00
2020-01-07,29,54,43,4.3,69,40,0.00
2020-01-08,40,55,57,10.5,71,39,0.00
2020-01-09,61,67,80,13.4,75,59,0.04
2020-01-10,66,68,84,16.8,75,61,0.75
2020-01-11,40,51,71,12.3,62,39,0.01
2020-01-12,40,49,74,6.0,62,35,0.00
2020-01-13,52,56,87,4.7,66,47,0.04
2020-01-14,63,67,92,3.6,73,61,0.20
2020-01-15,68,74,83,8.7,82,67,0.0
2020-01-16,65,69,88,7.2,74,63,0.0
2020-01-17,62,67,86,10.1,74,61,0.10
2020-01-18,55,60,73,10.5,70,49,0.01
2020-01-19,26,51,39,12.3,61,41,0.00
2020-01-20,27,49,45,5.1,63,36,0.00
2020-01-21,32,51,50,6.7,64,38,0.0
2020-01-22,48,52,88,10.1,59,45,0.88
2020-01-23,49,51,82,8.1,59,43,0.0
2020-01-24,37,52,59,3.1,67,37,0.00
2020-01-25,44,56,62,8.3,68,43,0.0
2020-01-26,52,63,73,4.9,76,51,0.02
2020-01-27,51,54,89,5.6,59,49,0.00
2020-01-28,49,60,74,11.0,72,48,0.20
2020-01-29,40,50,69,12.5,53,47,0.00
2020-01-30,42,51,77,8.3,56,46,0.0
2020-01-31,40,51,67,5.8,59,42,0.0
2020-02-01,34,55,54,4.7,73,37,0.00
2020-02-02,35,61,42,8.1,80,41,0.00
